model,comparison,repeat_a,repeat_b,condition_a,condition_b,state_index,decision_date,regime,all_responses_valid_for_state,advice_disagreement,desired_disagreement,execution_disagreement,abstention_difference,exposure_difference,confidence_absolute_difference,reason_set_disagreement,citation_set_disagreement
llama3.3:70b,between_contexts,1,1,exposed,hidden,780,2024-02-19,bull,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,781,2024-02-20,bull,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,782,2024-02-21,bull,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,783,2024-02-22,bull,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,784,2024-02-23,bull,True,0,0,0,0,0.0,0.0,0,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,785,2024-02-24,bull,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,786,2024-02-25,bull,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,787,2024-02-26,bull,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,788,2024-02-27,bull,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,789,2024-02-28,bull,True,0,0,0,0,0.0,0.0,0,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,790,2024-02-29,bull,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,791,2024-03-01,bull,True,0,0,0,0,0.0,0.0,0,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,792,2024-03-02,bull,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,793,2024-03-03,bull,True,0,0,0,0,0.0,0.0,0,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,794,2024-03-04,bull,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,795,2024-03-05,bull,True,0,0,0,0,0.0,0.0,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,796,2024-03-06,bull,True,0,0,0,0,0.0,0.0,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,797,2024-03-07,bull,True,0,0,0,0,0.0,0.0,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,798,2024-03-08,bull,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,799,2024-03-09,bull,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,800,2024-03-10,bull,True,0,0,0,0,0.0,0.0,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,801,2024-03-11,bull,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,802,2024-03-12,bull,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,803,2024-03-13,bull,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,804,2024-03-14,bull,True,1,1,1,1,-0.04999999999999999,0.49999997749891556,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,805,2024-03-15,bull,True,1,1,1,1,-0.04999999999999999,0.49999964351089077,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,806,2024-03-16,bull,True,0,0,0,0,0.0,0.0,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,807,2024-03-17,bull,True,1,1,1,1,-0.04999999999999999,0.49999244472939763,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,808,2024-03-18,bull,True,0,0,0,0,0.0,0.0,0,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,809,2024-03-19,bull,True,0,0,0,0,0.0,0.0,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,810,2024-03-20,bull,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,811,2024-03-21,bull,True,0,0,0,0,0.0,0.0,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,812,2024-03-22,bull,True,0,0,0,0,0.0,0.0,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,813,2024-03-23,bull,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,814,2024-03-24,bull,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,815,2024-03-25,bull,True,0,0,0,0,0.0,0.0,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,816,2024-03-26,bull,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,817,2024-03-27,bull,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,818,2024-03-28,bull,True,0,0,0,0,0.0,0.0,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,819,2024-03-29,bull,True,0,0,0,0,0.0,0.0,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,820,2024-03-30,bull,True,0,0,0,0,0.0,0.0,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,821,2024-03-31,bull,True,0,0,0,0,0.0,0.0,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,822,2024-04-01,bull,True,0,0,0,0,0.0,0.0,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,823,2024-04-02,bull,True,0,0,0,0,0.0,0.0,0,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,824,2024-04-03,bull,True,0,0,0,0,0.0,0.0,0,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,825,2024-04-04,bull,True,1,1,0,1,0.0,0.4955462683365728,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,826,2024-04-05,bull,True,1,1,0,1,0.0,0.488705940242138,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,827,2024-04-06,bull,True,0,0,0,0,0.0,0.0,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,828,2024-04-07,bull,True,1,1,0,1,0.0,0.48227314134372157,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,829,2024-04-08,bull,True,1,1,0,1,0.0,0.48366866962416244,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,830,2024-04-09,bull,True,0,0,0,0,0.0,0.09999999999999998,0,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,831,2024-04-10,bull,True,0,0,0,0,0.0,0.0,0,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,832,2024-04-11,bull,True,0,0,0,0,0.0,0.09999999999999998,0,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,833,2024-04-12,mix,True,0,0,0,0,0.0,0.34723661197667255,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,834,2024-04-13,mix,True,0,0,0,0,0.0,0.33511235438211695,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,835,2024-04-14,mix,True,0,0,0,0,0.0,0.5088232564542383,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,836,2024-04-15,mix,True,0,0,0,0,0.0,0.31859753562153814,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,837,2024-04-16,mix,True,0,0,0,0,0.0,0.0,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,838,2024-04-17,mix,True,0,0,0,0,0.0,0.3452975356215382,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,839,2024-04-18,mix,True,0,0,0,0,0.0,0.0,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,840,2024-04-19,mix,True,0,0,0,0,0.0,0.35,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,841,2024-04-20,bull,True,0,0,0,0,0.0,0.08294291015287525,0,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,842,2024-04-21,bull,True,0,0,0,0,0.0,0.09999999999999998,0,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,843,2024-04-22,bull,True,1,1,0,1,0.0,0.24005910103723005,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,844,2024-04-23,bull,True,0,0,0,0,0.0,0.12787990530539584,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,845,2024-04-24,mix,True,0,0,0,0,0.0,0.0,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,846,2024-04-25,mix,True,0,0,0,0,0.0,0.0,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,847,2024-04-26,mix,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,848,2024-04-27,mix,True,0,0,0,0,0.0,0.0,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,849,2024-04-28,mix,True,0,0,0,0,0.0,0.0,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,850,2024-04-29,mix,True,0,0,0,0,0.0,0.0009425622590996108,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,851,2024-04-30,mix,True,0,0,0,0,0.0,0.13140246437846181,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,852,2024-05-01,mix,True,0,0,0,0,0.0,0.31859753562153814,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,853,2024-05-02,mix,True,0,0,0,0,0.0,0.36030504368527294,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,854,2024-05-03,mix,True,0,0,0,0,0.0,0.49495774167504436,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,855,2024-05-04,mix,True,0,0,0,0,0.0,0.0,0,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,856,2024-05-05,mix,True,0,0,0,0,0.0,0.4866789490705332,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,857,2024-05-06,mix,True,0,0,0,0,0.0,0.4948394695131192,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,858,2024-05-07,mix,True,0,0,0,0,0.0,0.036036500075394495,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,859,2024-05-08,mix,True,0,0,0,0,0.0,0.0,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,860,2024-05-09,mix,True,0,0,0,0,0.0,0.49316377829167635,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,861,2024-05-10,mix,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,862,2024-05-11,mix,True,0,0,0,0,0.0,0.0,0,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,863,2024-05-12,mix,True,0,0,0,0,0.0,0.0,0,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,864,2024-05-13,mix,True,0,0,0,0,0.0,0.0,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,865,2024-05-14,mix,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,866,2024-05-15,mix,True,0,0,0,0,0.0,0.0,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,867,2024-05-16,mix,True,0,0,0,0,0.0,0.0,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,868,2024-05-17,mix,True,0,0,0,0,0.0,0.41038204316426286,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,869,2024-05-18,mix,True,0,0,0,0,0.0,0.004063018155126441,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,870,2024-05-19,mix,True,0,0,0,0,0.0,0.3986146084763932,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,871,2024-05-20,mix,True,0,0,0,0,0.0,0.0,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,872,2024-05-21,mix,True,0,0,0,0,0.0,0.43724692606821325,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,873,2024-05-22,mix,True,0,0,0,0,0.0,0.4707764094039456,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,874,2024-05-23,mix,True,0,0,0,0,0.0,0.0,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,875,2024-05-24,mix,True,0,0,0,0,0.0,0.43248727356734984,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,876,2024-05-25,mix,True,0,0,0,0,0.0,0.0,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,877,2024-05-26,mix,True,0,0,0,0,0.0,0.44616678739195315,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,878,2024-05-27,mix,True,0,0,0,0,0.0,0.2938325890993213,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,879,2024-05-28,mix,True,0,0,0,0,0.0,0.35,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,880,2024-05-29,mix,True,0,0,0,0,0.0,0.3370187312187718,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,881,2024-05-30,mix,True,0,0,0,0,0.0,0.0,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,882,2024-05-31,mix,True,0,0,0,0,0.0,0.0,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,883,2024-06-01,mix,True,0,0,0,0,0.0,0.062417915301934634,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,884,2024-06-02,mix,True,0,0,0,0,0.0,0.3954245877506227,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,885,2024-06-03,mix,True,0,0,0,0,0.0,0.004196307732435289,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,886,2024-06-04,mix,True,0,0,0,0,0.0,0.0,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,887,2024-06-05,mix,True,0,0,0,0,0.0,0.14446097142139347,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,888,2024-06-06,mix,True,0,0,0,0,0.0,0.08505039334965014,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,889,2024-06-07,mix,True,0,0,0,0,0.0,0.0,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,890,2024-06-08,mix,True,0,0,0,0,0.0,0.0,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,891,2024-06-09,mix,True,0,0,0,0,0.0,0.06930846786077283,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,892,2024-06-10,mix,True,0,0,0,0,0.0,0.35214813481633545,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,893,2024-06-11,mix,True,0,0,0,0,0.0,0.13140246437846181,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,894,2024-06-12,mix,True,0,0,0,0,0.0,0.45762357362903316,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,895,2024-06-13,mix,True,0,0,0,0,0.0,0.3493054537203526,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,896,2024-06-14,mix,True,0,0,0,0,0.0,0.0009428985746111618,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,897,2024-06-15,mix,True,0,0,0,0,0.0,0.022693126250925677,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,898,2024-06-16,mix,True,0,0,0,0,0.0,0.0,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,899,2024-06-17,mix,True,0,0,0,0,0.0,0.48485368541972385,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,900,2024-06-18,mix,True,0,0,0,0,0.0,0.4952906338233508,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,901,2024-06-19,mix,True,0,0,0,0,0.0,0.0,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,902,2024-06-20,mix,True,0,0,0,0,0.0,0.4968,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,903,2024-06-21,mix,True,0,0,0,0,0.0,2.9724840763245552e-05,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,904,2024-06-22,mix,True,0,0,0,0,0.0,0.49539999999999995,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,905,2024-06-23,mix,True,0,0,0,0,0.0,1.4878789209249454e-05,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,906,2024-06-24,mix,True,0,0,0,0,0.0,0.0001201295871881003,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,907,2024-06-25,mix,True,0,0,0,0,0.0,0.0,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,908,2024-06-26,mix,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,909,2024-06-27,mix,True,0,0,0,0,0.0,0.0,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,910,2024-06-28,mix,True,0,0,0,0,0.0,0.0,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,911,2024-06-29,mix,True,0,0,0,0,0.0,0.017200016931144813,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,912,2024-06-30,mix,True,0,0,0,0,0.0,0.49060163897679765,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,913,2024-07-01,mix,True,0,0,0,0,0.0,1.232393964656353e-09,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,914,2024-07-02,mix,True,0,0,0,0,0.0,0.0006235831617140697,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,915,2024-07-03,mix,True,0,0,0,0,0.0,0.3121050453716365,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,916,2024-07-04,bear,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,917,2024-07-05,bear,True,0,0,0,0,0.0,0.0021679329158830196,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,918,2024-07-06,bear,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,919,2024-07-07,bear,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,920,2024-07-08,bear,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,921,2024-07-09,bear,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,922,2024-07-10,bear,True,0,0,0,0,0.0,0.0018019759819243308,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,923,2024-07-11,bear,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,924,2024-07-12,bear,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,925,2024-07-13,mix,True,0,0,0,0,0.0,0.10459264846835448,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,926,2024-07-14,mix,True,0,0,0,0,0.0,0.0,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,927,2024-07-15,mix,True,0,0,0,0,0.0,0.0,0,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,928,2024-07-16,mix,True,0,0,0,0,0.0,0.0,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,929,2024-07-17,mix,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,930,2024-07-18,mix,True,0,0,0,0,0.0,0.0,0,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,931,2024-07-19,mix,True,0,0,0,0,0.0,0.0,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,932,2024-07-20,mix,True,0,0,0,0,0.0,0.0,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,933,2024-07-21,mix,True,0,0,0,0,0.0,0.17293123983340386,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,934,2024-07-22,mix,True,0,0,0,0,0.0,0.0,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,935,2024-07-23,mix,True,0,0,0,0,0.0,0.005918529452678789,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,936,2024-07-24,mix,True,0,0,0,0,0.0,0.00353760816958526,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,937,2024-07-25,mix,True,0,0,0,0,0.0,0.1025875753026928,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,938,2024-07-26,mix,True,0,0,0,0,0.0,0.08705106222094616,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,939,2024-07-27,mix,True,0,0,0,0,0.0,0.0,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,940,2024-07-28,mix,True,0,0,0,0,0.0,0.12835971729477136,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,941,2024-07-29,mix,True,0,0,0,0,0.0,0.0,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,942,2024-07-30,mix,True,0,0,0,0,0.0,0.0,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,943,2024-07-31,mix,True,0,0,0,0,0.0,0.34834524669982914,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,944,2024-08-01,mix,True,0,0,0,0,0.0,0.46716380156934245,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,945,2024-08-02,mix,True,0,0,0,0,0.0,0.0,0,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,946,2024-08-03,mix,True,0,0,0,0,0.0,0.0,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,947,2024-08-04,mix,True,0,0,0,0,0.0,0.316096071457295,0,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,948,2024-08-05,bear,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,949,2024-08-06,mix,True,0,0,0,0,0.0,0.0,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,950,2024-08-07,bear,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,951,2024-08-08,mix,True,0,0,0,0,0.0,0.0007789802445564709,0,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,952,2024-08-09,mix,True,0,0,0,0,0.0,0.19601402566104142,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,953,2024-08-10,mix,True,0,0,0,0,0.0,0.0,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,954,2024-08-11,bear,True,0,0,0,0,0.0,2.9249804341824337e-05,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,955,2024-08-12,bear,True,1,1,0,-1,0.0,0.08065944351430099,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,956,2024-08-13,mix,True,0,0,0,0,0.0,0.00035158112138000686,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,957,2024-08-14,bear,True,1,1,0,-1,0.0,0.0805789013387912,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,958,2024-08-15,bear,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,959,2024-08-16,mix,True,0,0,0,0,0.0,0.004928073267625566,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,960,2024-08-17,mix,True,0,0,0,0,0.0,0.14143481943516123,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,961,2024-08-18,bear,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,962,2024-08-19,bear,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,963,2024-08-20,bear,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,964,2024-08-21,mix,True,0,0,0,0,0.0,0.09172643831429561,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,965,2024-08-22,mix,True,0,0,0,0,0.0,0.05369380025167669,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,966,2024-08-23,mix,True,0,0,0,0,0.0,0.0,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,967,2024-08-24,mix,True,0,0,0,0,0.0,0.0,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,968,2024-08-25,mix,True,0,0,0,0,0.0,0.0,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,969,2024-08-26,mix,True,0,0,0,0,0.0,0.060483012772062805,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,970,2024-08-27,bear,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,971,2024-08-28,bear,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,972,2024-08-29,mix,True,0,0,0,0,0.0,0.014654545418890885,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,973,2024-08-30,mix,True,0,0,0,0,0.0,0.029897781728177364,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,974,2024-08-31,mix,True,0,0,0,0,0.0,0.0,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,975,2024-09-01,bear,True,0,0,0,0,0.0,0.03529914523561084,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,976,2024-09-02,mix,True,0,0,0,0,0.0,0.0,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,977,2024-09-03,mix,True,0,0,0,0,0.0,0.0,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,978,2024-09-04,mix,True,0,0,0,0,0.0,3.542875752682306e-05,0,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,979,2024-09-05,mix,True,0,0,0,0,0.0,0.0,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,980,2024-09-06,mix,True,0,0,0,0,0.0,0.09374568528953242,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,981,2024-09-07,mix,True,0,0,0,0,0.0,0.0,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,982,2024-09-08,mix,True,0,0,0,0,0.0,0.005806971230306823,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,983,2024-09-09,mix,True,0,0,0,0,0.0,0.0,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,984,2024-09-10,mix,True,0,0,0,0,0.0,0.0,0,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,985,2024-09-11,mix,True,0,0,0,0,0.0,0.0,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,986,2024-09-12,mix,True,0,0,0,0,0.0,0.0,0,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,987,2024-09-13,mix,True,0,0,0,0,0.0,0.0008497775622043902,0,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,988,2024-09-14,mix,True,0,0,0,0,0.0,0.030271463079523997,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,989,2024-09-15,mix,True,0,0,0,0,0.0,0.4740210758393084,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,990,2024-09-16,mix,True,0,0,0,0,0.0,0.0,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,991,2024-09-17,mix,True,0,0,0,0,0.0,0.039214469263284424,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,992,2024-09-18,mix,True,0,0,0,0,0.0,0.0,0,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,993,2024-09-19,mix,True,0,0,0,0,0.0,0.48682825820008524,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,994,2024-09-20,mix,True,0,0,0,0,0.0,0.0,1,1
llama3.3:70b,between_contexts,1,1,exposed,hidden,995,2024-09-21,mix,True,0,0,0,0,0.0,0.41509056998146765,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,996,2024-09-22,mix,True,0,0,0,0,0.0,0.39633472467195263,1,0
llama3.3:70b,between_contexts,1,1,exposed,hidden,997,2024-09-23,mix,True,0,0,0,0,0.0,0.47035623834691764,1,1
