model,state_index,decision_date,cross_all_nine_pairs_advice_disagreement,cross_all_nine_pairs_execution_disagreement,within_exposed_three_pairs_advice_disagreement,within_exposed_three_pairs_execution_disagreement,within_hidden_three_pairs_advice_disagreement,within_hidden_three_pairs_execution_disagreement,cross_minus_mean_within_advice_disagreement,cross_minus_mean_within_execution_disagreement
llama3.3:70b,722,2023-12-23,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,723,2023-12-24,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,724,2023-12-25,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,725,2023-12-26,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,726,2023-12-27,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,727,2023-12-28,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,728,2023-12-29,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,729,2023-12-30,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,730,2023-12-31,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,731,2024-01-01,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,732,2024-01-02,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,733,2024-01-03,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,734,2024-01-04,1,1,0,0,0,0,1.0,1.0
llama3.3:70b,735,2024-01-05,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,736,2024-01-06,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,737,2024-01-07,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,738,2024-01-08,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,739,2024-01-09,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,740,2024-01-10,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,741,2024-01-11,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,742,2024-01-12,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,743,2024-01-13,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,744,2024-01-14,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,745,2024-01-15,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,746,2024-01-16,1,1,0,0,0,0,1.0,1.0
llama3.3:70b,747,2024-01-17,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,748,2024-01-18,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,749,2024-01-19,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,750,2024-01-20,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,751,2024-01-21,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,752,2024-01-22,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,753,2024-01-23,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,754,2024-01-24,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,755,2024-01-25,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,756,2024-01-26,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,757,2024-01-27,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,758,2024-01-28,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,759,2024-01-29,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,760,2024-01-30,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,761,2024-01-31,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,762,2024-02-01,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,763,2024-02-02,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,764,2024-02-03,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,765,2024-02-04,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,766,2024-02-05,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,767,2024-02-06,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,768,2024-02-07,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,769,2024-02-08,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,770,2024-02-09,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,771,2024-02-10,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,772,2024-02-11,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,773,2024-02-12,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,774,2024-02-13,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,775,2024-02-14,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,776,2024-02-15,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,777,2024-02-16,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,778,2024-02-17,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,779,2024-02-18,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,780,2024-02-19,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,781,2024-02-20,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,782,2024-02-21,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,783,2024-02-22,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,784,2024-02-23,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,785,2024-02-24,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,786,2024-02-25,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,787,2024-02-26,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,788,2024-02-27,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,789,2024-02-28,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,790,2024-02-29,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,791,2024-03-01,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,792,2024-03-02,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,793,2024-03-03,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,794,2024-03-04,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,795,2024-03-05,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,796,2024-03-06,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,797,2024-03-07,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,798,2024-03-08,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,799,2024-03-09,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,800,2024-03-10,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,801,2024-03-11,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,802,2024-03-12,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,803,2024-03-13,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,804,2024-03-14,1,1,0,0,0,0,1.0,1.0
llama3.3:70b,805,2024-03-15,1,1,0,0,0,0,1.0,1.0
llama3.3:70b,806,2024-03-16,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,807,2024-03-17,1,1,0,0,0,0,1.0,1.0
llama3.3:70b,808,2024-03-18,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,809,2024-03-19,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,810,2024-03-20,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,811,2024-03-21,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,812,2024-03-22,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,813,2024-03-23,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,814,2024-03-24,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,815,2024-03-25,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,816,2024-03-26,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,817,2024-03-27,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,818,2024-03-28,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,819,2024-03-29,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,820,2024-03-30,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,821,2024-03-31,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,822,2024-04-01,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,823,2024-04-02,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,824,2024-04-03,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,825,2024-04-04,1,0,0,0,0,0,1.0,0.0
llama3.3:70b,826,2024-04-05,1,0,0,0,0,0,1.0,0.0
llama3.3:70b,827,2024-04-06,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,828,2024-04-07,1,0,0,0,0,0,1.0,0.0
llama3.3:70b,829,2024-04-08,1,0,0,0,0,0,1.0,0.0
llama3.3:70b,830,2024-04-09,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,831,2024-04-10,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,832,2024-04-11,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,833,2024-04-12,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,834,2024-04-13,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,835,2024-04-14,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,836,2024-04-15,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,837,2024-04-16,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,838,2024-04-17,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,839,2024-04-18,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,840,2024-04-19,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,841,2024-04-20,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,842,2024-04-21,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,843,2024-04-22,1,0,0,0,0,0,1.0,0.0
llama3.3:70b,844,2024-04-23,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,845,2024-04-24,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,846,2024-04-25,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,847,2024-04-26,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,848,2024-04-27,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,849,2024-04-28,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,850,2024-04-29,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,851,2024-04-30,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,852,2024-05-01,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,853,2024-05-02,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,854,2024-05-03,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,855,2024-05-04,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,856,2024-05-05,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,857,2024-05-06,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,858,2024-05-07,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,859,2024-05-08,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,860,2024-05-09,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,861,2024-05-10,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,862,2024-05-11,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,863,2024-05-12,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,864,2024-05-13,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,865,2024-05-14,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,866,2024-05-15,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,867,2024-05-16,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,868,2024-05-17,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,869,2024-05-18,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,870,2024-05-19,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,871,2024-05-20,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,872,2024-05-21,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,873,2024-05-22,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,874,2024-05-23,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,875,2024-05-24,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,876,2024-05-25,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,877,2024-05-26,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,878,2024-05-27,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,879,2024-05-28,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,880,2024-05-29,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,881,2024-05-30,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,882,2024-05-31,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,883,2024-06-01,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,884,2024-06-02,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,885,2024-06-03,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,886,2024-06-04,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,887,2024-06-05,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,888,2024-06-06,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,889,2024-06-07,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,890,2024-06-08,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,891,2024-06-09,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,892,2024-06-10,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,893,2024-06-11,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,894,2024-06-12,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,895,2024-06-13,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,896,2024-06-14,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,897,2024-06-15,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,898,2024-06-16,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,899,2024-06-17,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,900,2024-06-18,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,901,2024-06-19,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,902,2024-06-20,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,903,2024-06-21,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,904,2024-06-22,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,905,2024-06-23,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,906,2024-06-24,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,907,2024-06-25,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,908,2024-06-26,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,909,2024-06-27,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,910,2024-06-28,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,911,2024-06-29,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,912,2024-06-30,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,913,2024-07-01,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,914,2024-07-02,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,915,2024-07-03,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,916,2024-07-04,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,917,2024-07-05,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,918,2024-07-06,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,919,2024-07-07,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,920,2024-07-08,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,921,2024-07-09,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,922,2024-07-10,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,923,2024-07-11,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,924,2024-07-12,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,925,2024-07-13,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,926,2024-07-14,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,927,2024-07-15,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,928,2024-07-16,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,929,2024-07-17,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,930,2024-07-18,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,931,2024-07-19,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,932,2024-07-20,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,933,2024-07-21,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,934,2024-07-22,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,935,2024-07-23,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,936,2024-07-24,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,937,2024-07-25,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,938,2024-07-26,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,939,2024-07-27,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,940,2024-07-28,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,941,2024-07-29,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,942,2024-07-30,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,943,2024-07-31,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,944,2024-08-01,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,945,2024-08-02,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,946,2024-08-03,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,947,2024-08-04,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,948,2024-08-05,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,949,2024-08-06,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,950,2024-08-07,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,951,2024-08-08,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,952,2024-08-09,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,953,2024-08-10,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,954,2024-08-11,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,955,2024-08-12,1,0,0,0,0,0,1.0,0.0
llama3.3:70b,956,2024-08-13,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,957,2024-08-14,1,0,0,0,0,0,1.0,0.0
llama3.3:70b,958,2024-08-15,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,959,2024-08-16,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,960,2024-08-17,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,961,2024-08-18,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,962,2024-08-19,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,963,2024-08-20,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,964,2024-08-21,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,965,2024-08-22,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,966,2024-08-23,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,967,2024-08-24,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,968,2024-08-25,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,969,2024-08-26,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,970,2024-08-27,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,971,2024-08-28,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,972,2024-08-29,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,973,2024-08-30,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,974,2024-08-31,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,975,2024-09-01,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,976,2024-09-02,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,977,2024-09-03,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,978,2024-09-04,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,979,2024-09-05,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,980,2024-09-06,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,981,2024-09-07,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,982,2024-09-08,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,983,2024-09-09,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,984,2024-09-10,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,985,2024-09-11,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,986,2024-09-12,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,987,2024-09-13,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,988,2024-09-14,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,989,2024-09-15,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,990,2024-09-16,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,991,2024-09-17,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,992,2024-09-18,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,993,2024-09-19,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,994,2024-09-20,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,995,2024-09-21,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,996,2024-09-22,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,997,2024-09-23,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,998,2024-09-24,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,999,2024-09-25,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1000,2024-09-26,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1001,2024-09-27,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1002,2024-09-28,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1003,2024-09-29,1,0,0,0,0,0,1.0,0.0
llama3.3:70b,1004,2024-09-30,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1005,2024-10-01,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1006,2024-10-02,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1007,2024-10-03,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1008,2024-10-04,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1009,2024-10-05,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1010,2024-10-06,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1011,2024-10-07,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1012,2024-10-08,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1013,2024-10-09,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1014,2024-10-10,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1015,2024-10-11,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1016,2024-10-12,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1017,2024-10-13,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1018,2024-10-14,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1019,2024-10-15,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1020,2024-10-16,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1021,2024-10-17,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1022,2024-10-18,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1023,2024-10-19,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1024,2024-10-20,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1025,2024-10-21,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1026,2024-10-22,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1027,2024-10-23,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1028,2024-10-24,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1029,2024-10-25,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1030,2024-10-26,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1031,2024-10-27,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1032,2024-10-28,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1033,2024-10-29,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1034,2024-10-30,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1035,2024-10-31,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1036,2024-11-01,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1037,2024-11-02,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1038,2024-11-03,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1039,2024-11-04,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1040,2024-11-05,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1041,2024-11-06,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1042,2024-11-07,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1043,2024-11-08,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1044,2024-11-09,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1045,2024-11-10,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1046,2024-11-11,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1047,2024-11-12,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1048,2024-11-13,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1049,2024-11-14,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1050,2024-11-15,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1051,2024-11-16,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1052,2024-11-17,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1053,2024-11-18,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1054,2024-11-19,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1055,2024-11-20,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1056,2024-11-21,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1057,2024-11-22,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1058,2024-11-23,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1059,2024-11-24,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1060,2024-11-25,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1061,2024-11-26,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1062,2024-11-27,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1063,2024-11-28,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1064,2024-11-29,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1065,2024-11-30,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1066,2024-12-01,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1067,2024-12-02,1,0,0,0,0,0,1.0,0.0
llama3.3:70b,1068,2024-12-03,1,0,0,0,0,0,1.0,0.0
llama3.3:70b,1069,2024-12-04,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1070,2024-12-05,1,0,0,0,0,0,1.0,0.0
llama3.3:70b,1071,2024-12-06,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1072,2024-12-07,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1073,2024-12-08,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1074,2024-12-09,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1075,2024-12-10,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1076,2024-12-11,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1077,2024-12-12,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1078,2024-12-13,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1079,2024-12-14,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1080,2024-12-15,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1081,2024-12-16,0,0,0,0,0,0,0.0,0.0
llama3.3:70b,1082,2024-12-17,0,0,0,0,0,0,0.0,0.0
