key,repeat,model,state_index,condition,first_condition,order,decision_date,return_date,regime,recorded,valid,model_digest,error,latency_seconds,prompt_tokens,output_tokens,stop_reason,request_sha256,response_record_sha256,transport_outcome_unknown,action,confidence,reason_labels,cited_episode_ids,desired_exposure,executed_exposure
r2-qwen3_8b-s1165-exposed,2,qwen3:8b,1165,exposed,exposed,5297,2025-03-10,2025-03-11,bear,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.648597586899996,1957,100,stop,8b524d769ae13451df00f24d54db3cb59b1b6cf9f82b121a2de37864dad945c9,9b885716cc6b33a514c95312bdacacd971ef5cf8ba820be06eb99871eb67eb64,False,CASH,0.976426519621068,HIGH_VOLATILITY|DRAWDOWN_RISK|HIGH_VOLATILITY,episode-000493|episode-000492|episode-000342,0.359461975220613,0.35000000000000003
r2-qwen3_8b-s1165-hidden,2,qwen3:8b,1165,hidden,exposed,5298,2025-03-10,2025-03-11,bear,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.5637786518782377,1185,59,stop,3458bde991d1cad9526777b9042efb27f38c46eb237de47702ac306096ca3bfa,9441c3397cc81b25df40e5e3051e966dacf71fdb89898fcfb5949e899bd99734,False,ABSTAIN,0.976426519621068,HIGH_VOLATILITY|DRAWDOWN_RISK,,0.3783810265480137,0.4
r2-qwen3_8b-s1048-exposed,2,qwen3:8b,1048,exposed,exposed,5299,2024-11-13,2024-11-14,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.461366420611739,1938,100,stop,e963bdc50eacca54ac898bd32e7f875665176d2ae2e04841d631c40b83cd72bf,20aa0988e63177a9a78b3cdf1fc7a1f495652241e0149f8f786218eeead6b37b,False,BTC,0.9999970963434776,BULLISH_ROUTER|POSITIVE_MOMENTUM|HIGH_VOLATILITY,episode-001155|episode-001157|episode-001029,0.46689156016905753,0.45
r2-qwen3_8b-s1048-hidden,2,qwen3:8b,1048,hidden,exposed,5300,2024-11-13,2024-11-14,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.7541775442659855,1170,70,stop,de3a3dadf3496d2c0bd9beaa070694e7445e589a630d4f216fae96f16f21e3db,ca490abda716bdb8c49123165d6544bcdc025a63931ab6dbfe69a435bce2ead0,False,BTC,0.9999970963434776,BULLISH_ROUTER|POSITIVE_MOMENTUM|HIGH_VOLATILITY,,0.46689156016905753,0.45
r2-qwen3_8b-s0776-hidden,2,qwen3:8b,776,hidden,hidden,5301,2024-02-15,2024-02-16,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.7764414977282286,1164,71,stop,3abb9baab1102a1029ec4352a27628c341a4e986f370def5cfdebe8f7d549ddb,ed1e6519435ea98cdf3d6ca84a73c3a33595bbce4989c38fedce4a4434eb386b,False,BTC,0.9997370820952336,BULLISH_ROUTER|POSITIVE_MOMENTUM|HIGH_VOLATILITY,,0.47594569795220276,0.5
r2-qwen3_8b-s0776-exposed,2,qwen3:8b,776,exposed,hidden,5302,2024-02-15,2024-02-16,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.4690853878855705,1931,100,stop,4f8982c5fc5ade300adfa64edd05cd2f037703e476c61ea0a7bf62b3d8e5569c,d2373129ace4fd03a63b1b47041ece35f89f6972b9de47a42c0cb7ca5c83e490,False,BTC,0.9997370820952336,BULLISH_ROUTER|POSITIVE_MOMENTUM|HIGH_VOLATILITY,episode-001139|episode-001068|episode-001071,0.47594569795220276,0.5
r2-qwen3_8b-s1056-exposed,2,qwen3:8b,1056,exposed,exposed,5303,2024-11-21,2024-11-22,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.4456355553120375,1967,99,stop,cd0f316d6f95f23fdd718baa0a529d4f518dd8f1b180de5dd2b0aeb02b4246a3,6d4e562841dfae3ef366ae68f92ecdcebbb6bf4bf74b2954b73bb1b017f2eca5,False,BTC,0.999999879860812,BULLISH_ROUTER|POSITIVE_MOMENTUM|HIGH_VOLATILITY,episode-001165|episode-001164|episode-001167,0.4668915852436468,0.45
r2-qwen3_8b-s1056-hidden,2,qwen3:8b,1056,hidden,exposed,5304,2024-11-21,2024-11-22,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.7119177859276533,1159,70,stop,146d88221e36a0b52b4c345864193fd86891b3948053fc98d8eecacefbd0dc39,16991038f4c3a8dbdd70f8031ebac58a43f17f87f2d0e680b10bca71fcc9b6d1,False,BTC,0.999999879860812,BULLISH_ROUTER|POSITIVE_MOMENTUM|HIGH_VOLATILITY,,0.4668915852436468,0.45
r2-qwen3_8b-s0343-hidden,2,qwen3:8b,343,hidden,hidden,5305,2022-12-09,2022-12-10,bear,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.3156995885074139,1188,46,stop,921fdaf9c18e341df3431eef881b6a1740b85e353bb82d7ecbf54138d7caefd8,13267df14e5a606ab8374ef5a78587a71a27800604355c59d7afae85f3093f90,False,ABSTAIN,0.9755,BEARISH_ROUTER|HIGH_VOLATILITY,,0.3823607545098666,0.4
r2-qwen3_8b-s0343-exposed,2,qwen3:8b,343,exposed,hidden,5306,2022-12-09,2022-12-10,bear,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.4637280628085136,1963,99,stop,aee3a74159e15a4fceef9e36df8308e144254c21f5a786e6e7a378a5695c7e25,17710e1bd8276dde70d6abd700625c5bbfdace74520300784ae08504a86a0746,False,ABSTAIN,0.975518649206094,BEARISH_ROUTER|HIGH_VOLATILITY|DRAWDOWN_RISK,episode-000586|episode-000585|episode-000412,0.3823607545098666,0.4
r2-qwen3_8b-s0822-hidden,2,qwen3:8b,822,hidden,hidden,5307,2024-04-01,2024-04-02,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.6856482941657305,1175,69,stop,2e3716d4b3164ac9f639a4c520c46f754a4162425a332a98d1bcdabb098214a0,4c24e5d70f84ddfd2ddff8ebacdb2e47ca152c371d5d2683330faef38e3c1f40,False,BTC,0.998738248157554,BULLISH_ROUTER|POSITIVE_MOMENTUM|HIGH_VOLATILITY,,0.46691629139773067,0.45
r2-qwen3_8b-s0822-exposed,2,qwen3:8b,822,exposed,hidden,5308,2024-04-01,2024-04-02,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.414219284430146,1952,98,stop,4b9f53fe56a570963f43dc777db526b9af96e42fc0daa246f326123f1fc7a7e8,cdc825584fbf52beb855543df48757e3022ed0e903a456b34d02fa8ebcd4ef35,False,BTC,0.998738248157554,BULLISH_ROUTER|POSITIVE_MOMENTUM|HIGH_VOLATILITY,episode-000077|episode-000093|episode-000078,0.46691629139773067,0.45
r2-qwen3_8b-s0384-hidden,2,qwen3:8b,384,hidden,hidden,5309,2023-01-19,2023-01-20,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.3223243206739426,1171,45,stop,48e9d419af05cd51366598a65573d53da78451a6fd7a652c580f4b99b881fa74,5b6db158d32e39c3ee5510dfe290db44932f9d7978236477940e2dcced92a676,False,ABSTAIN,0.85,INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY,,0.4716363424954861,0.45
r2-qwen3_8b-s0384-exposed,2,qwen3:8b,384,exposed,hidden,5310,2023-01-19,2023-01-20,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.485847497358918,1984,99,stop,222e253280c09d267acb30886e85442ce25e01e0e5320384d0cd7e6b062fec9a,219642f53f3b68be2a1a2baa7722671020af37584df9a0308e8997436b707633,False,BTC,0.9414185707183746,BULLISH_ROUTER|POSITIVE_MOMENTUM|HIGH_VOLATILITY,episode-000748|episode-000312|episode-000105,0.49805452537071176,0.5
r2-qwen3_8b-s1045-exposed,2,qwen3:8b,1045,exposed,exposed,5311,2024-11-10,2024-11-11,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.044394791126251,1931,71,stop,6ef75a07dcd8f63a21576be448d2459bb6edc2d4096d451c4a6b2f3e8f9bcbb7,4088e3d7e82ee02cd428d943158c2118371259091b17a7cd318c8dcda798603b,False,BTC,0.9999,BULLISH_ROUTER|POSITIVE_MOMENTUM|HIGH_VOLATILITY,episode-001030|episode-001070,0.46689076149116826,0.45
r2-qwen3_8b-s1045-hidden,2,qwen3:8b,1045,hidden,exposed,5312,2024-11-10,2024-11-11,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.7406174819916487,1163,70,stop,ed230fd88ecca88f5757c20c647118f64b7bd237ef37d62d856df1150312d03e,1967a4b66800f7e83f241372b45196c65491e6f221c4fc199799fa04982e3eab,False,BTC,0.9999084355376892,BULLISH_ROUTER|POSITIVE_MOMENTUM|HIGH_VOLATILITY,,0.46689076149116826,0.45
r2-qwen3_8b-s0798-hidden,2,qwen3:8b,798,hidden,hidden,5313,2024-03-08,2024-03-09,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.3846778459846973,1178,47,stop,aa189329e52db7bd21d9df98d72cbbf980777b26a6b1f3ce805728ffa904c63b,1aa920d39c9902526d66e62dd86010cdc11aee08c36835d5b217c3814eb85429,False,ABSTAIN,0.999,INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY,,0.4476232990123174,0.45
r2-qwen3_8b-s0798-exposed,2,qwen3:8b,798,exposed,hidden,5314,2024-03-08,2024-03-09,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.395500248298049,1988,93,stop,d30d6d2dc956434f614e045ad4cdcb9b860dd060d4009d902f5bd44c86fac4e8,d44ae14df6011ef07495afb1b6a829a118c7153047d8d141a881183c7edd0b1e,False,BTC,0.999999978470393,BULLISH_ROUTER|POSITIVE_MOMENTUM|HIGH_VOLATILITY,episode-001162|episode-001161|episode-000830,0.4752421340617015,0.5
r2-qwen3_8b-s0893-hidden,2,qwen3:8b,893,hidden,hidden,5315,2024-06-11,2024-06-12,mix,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.4774408172816038,1171,59,stop,ba4c5724bc9eed1f71b89f47e9010e7a551f7452c7f8d1d3745b674b5273bf3f,6c99fc3c34988946268cbd69dd65c5756553452c49a173199d85195b68cb3e41,False,ABSTAIN,0.9758595773619506,INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY,,0.4548036917484762,0.45
r2-qwen3_8b-s0893-exposed,2,qwen3:8b,893,exposed,hidden,5316,2024-06-11,2024-06-12,mix,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.789795022457838,1955,122,stop,07ab2188a0b0d30e21e5512c661a55a63b049ee78b55b030cbd5318e00103506,d1e2147c18407e13a09b6a6fdd01e3396c163b3e5682a2d7f0df870f6ffd907e,False,ABSTAIN,0.9758595773619506,HIGH_VOLATILITY|INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY,episode-001245|episode-001250|episode-000459|episode-000801|episode-000461,0.4548036917484762,0.45
r2-qwen3_8b-s0914-hidden,2,qwen3:8b,914,hidden,hidden,5317,2024-07-02,2024-07-03,mix,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.8552505169063807,1172,73,stop,11a865e225b2ae6ddc44adcee75fdc1bdfe99e8dfcfcf62ae67f405609abb296,f1b8a9dcdf1fd241a06ce19e7b4ef051884cb2736606b21f556b4143e4254ace,False,ABSTAIN,0.960623583161714,INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY|INSUFFICIENT_EVIDENCE,,0.4468934716245014,0.45
r2-qwen3_8b-s0914-exposed,2,qwen3:8b,914,exposed,hidden,5318,2024-07-02,2024-07-03,mix,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.5389241240918636,1958,108,stop,70b7b6718bd0e0f25dd49404445c5f38a6eca1a97057f7ef350dca3d127bd33f,0003ed0d0d41cf4d1c2d1f7fde82033d24c8a5cb208dd672c723f16b3825bde8,False,ABSTAIN,0.960623583161714,HIGH_VOLATILITY|DRAWDOWN_RISK,episode-000869|episode-000973|episode-000982|episode-000983|episode-000987,0.4468934716245014,0.45
r2-qwen3_8b-s0737-hidden,2,qwen3:8b,737,hidden,hidden,5319,2024-01-07,2024-01-08,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.5416330322623253,1183,59,stop,cb99e76f82fecb00f5a9b68e388d09091365597f43becadbd3ad361eb104ad52,3a9a8fbec58733e66fd9adb69168613b12536d388fc30951b2b63d54f3e6a23b,False,ABSTAIN,0.9808458238519172,INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY,,0.4485732582260132,0.45
r2-qwen3_8b-s0737-exposed,2,qwen3:8b,737,exposed,hidden,5320,2024-01-07,2024-01-08,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.347692647948861,1998,88,stop,716de41aa907ba31b4b7bac04c9a7828bec7db9f1b155e40a4a17ddf37bc0c2e,d0de71afb1eabf6cabc765b0c815ea264b03c22cb76e0a2914ebc10ef56ff454,False,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY|INSUFFICIENT_EVIDENCE,episode-001101|episode-001100|episode-000106,0.4485732582260132,0.45
r2-qwen3_8b-s0888-exposed,2,qwen3:8b,888,exposed,exposed,5321,2024-06-06,2024-06-07,mix,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.7993600852787495,1961,121,stop,ca968841476ec0f0ec4c2bb4f77f63c42ac34c25940d8b12025c503638f232ae,d2b114ad52e6a5034dc52b8cc71a2ca7223b1516e0bed64d84c208e27281708c,False,ABSTAIN,0.5428988853416162,INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY|HIGH_VOLATILITY,episode-001252|episode-000908|episode-000909|episode-000910|episode-000853,0.4477392260495429,0.45
r2-qwen3_8b-s0888-hidden,2,qwen3:8b,888,hidden,exposed,5322,2024-06-06,2024-06-07,mix,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.573640650138259,1175,64,stop,1f87a3ab17fcca2d9bd81cb9abdfdd45be32305d3f623b694463a6fbd5bd530e,6a6ba4680a4c92114813f6877368077e180eb9be6f69b9512220228a9fc3e883,False,ABSTAIN,0.5428988853416162,INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY,,0.4477392260495429,0.45
r2-qwen3_8b-s0972-hidden,2,qwen3:8b,972,hidden,hidden,5323,2024-08-29,2024-08-30,mix,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.3780739232897758,1175,48,stop,b4b4076f4d1dded67cee51d669827a1b2e8c143d1e7efbe151963a50bd08cab7,01f3b50a0ce51c569a1f74ccacda87bf8237b2fca9a3a02a3947431f6290da25,False,ABSTAIN,0.5986,INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY,,0.4169914726274001,0.4
r2-qwen3_8b-s0972-exposed,2,qwen3:8b,972,exposed,hidden,5324,2024-08-29,2024-08-30,mix,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.878467958420515,1959,125,stop,627be0761d69d8d1dba05b7e01dfcafed99c33b11d4340e650389e6776ecd05f,30d9c25a7117dd20b3ec6edae4def1b13b76ce04d350e2160840727001039679,False,ABSTAIN,0.5986021657653636,HIGH_VOLATILITY|INSUFFICIENT_EVIDENCE|INSUFFICIENT_EVIDENCE,episode-001324|episode-001325|episode-001329|episode-000468|episode-000471,0.4169914726274001,0.4
r2-qwen3_8b-s0674-hidden,2,qwen3:8b,674,hidden,hidden,5325,2023-11-05,2023-11-06,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.65926668420434,1185,65,stop,bd32209d2db7797a1c1711bf80e641651430795e7dd77bcc436ff77851d0f056,ddf3af9c5338340791538eab034ed16e892ebd6126b77192982d3a55be9f3ac9,False,BTC,0.9999734770856205,BULLISH_ROUTER|POSITIVE_MOMENTUM|HIGH_VOLATILITY,,0.48590882255917545,0.5
r2-qwen3_8b-s0674-exposed,2,qwen3:8b,674,exposed,hidden,5326,2023-11-05,2023-11-06,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.498846197500825,1959,99,stop,24c3e119a21a6f9c1b1967cdded959e92cb08c850948135efdbef44e0b52df1c,8fb8182e2d2128a42899f0b491ccb55204d618e1d984370ab33a4369dca7536f,False,BTC,0.9999734770856205,BULLISH_ROUTER|POSITIVE_MOMENTUM|HIGH_VOLATILITY,episode-001034|episode-001037|episode-001035,0.48590882255917545,0.5
r2-qwen3_8b-s0096-hidden,2,qwen3:8b,96,hidden,hidden,5327,2022-04-06,2022-04-07,mix,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.5214006397873163,1170,59,stop,61c40bd4a32e7eddc37de34e673796e791fa008ec36734a04e3143aa7bdcb4d0,949f0fb2fb6eab29646c04c7e27206e1e49fd176b09db6f04f737e7eab6bbce0,False,ABSTAIN,0.9757401773050692,INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY,,0.4800274033263403,0.5
r2-qwen3_8b-s0096-exposed,2,qwen3:8b,96,exposed,hidden,5328,2022-04-06,2022-04-07,mix,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.7859490998089314,1956,122,stop,52287fb54b6e5c92d9a85810f4e05ceabf9951653587561b4cbb0b0fefbf7493,60c1808cdfe1e9a3707e2ce262b13bcaa9275a2ac53b8f6ccf0076fffabb5f09,False,ABSTAIN,0.6314024643784618,HIGH_VOLATILITY|INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY,episode-000460|episode-000242|episode-000243|episode-000241|episode-000459,0.4800274033263403,0.5
r2-qwen3_8b-s1217-hidden,2,qwen3:8b,1217,hidden,hidden,5329,2025-05-01,2025-05-02,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.3838992211967707,1171,47,stop,b34dc7d41eac5f23054dc0cfc8eb714fa12507386799963dfe2e1e0bbe36d08e,7286414c445fa4229aa5b97a74fae853ba4602247c727686955291a864178d29,False,ABSTAIN,0.525,INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY,,0.4198709750838906,0.4
r2-qwen3_8b-s1217-exposed,2,qwen3:8b,1217,exposed,hidden,5330,2025-05-01,2025-05-02,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.58253887668252,1942,108,stop,7f407484bd6f79e2eae88407e64e83257995728fbdd79e26980fd6a11022f8bd,969c08363ac9423597f0ee405766d91304df0cb7c9c095a2682b9ce756560ffd,False,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY|INSUFFICIENT_EVIDENCE,episode-001401|episode-001368|episode-001580|episode-000855|episode-001021,0.4198709750838906,0.4
r2-qwen3_8b-s0094-hidden,2,qwen3:8b,94,hidden,hidden,5331,2022-04-04,2022-04-05,mix,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.8109689727425575,1175,74,stop,ceeb9f6f8eb3c3ed1c8897e19b03779976d960eb775d573c3a4b15b3c0d4ed87,9f48786a988f3a4f273223830c3f2499cb8b39efb8a21c81a39ac14c9829a942,False,ABSTAIN,0.9748213144060628,INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY|INSUFFICIENT_EVIDENCE,,0.4802462939935627,0.5
r2-qwen3_8b-s0094-exposed,2,qwen3:8b,94,exposed,hidden,5332,2022-04-04,2022-04-05,mix,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.732139687985182,1960,121,stop,b1574544fd939df258afdf3bac07c0f25926f047621680e4fe823d57cdca07e5,2303d424b661f1af49d806d65eaa2f4b89c7fbf54239ad497a6491afe72a9f9c,False,ABSTAIN,0.6314024643784618,INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY|HIGH_VOLATILITY,episode-000239|episode-000241|episode-000240|episode-000243|episode-000246,0.4802462939935627,0.5
r2-qwen3_8b-s0033-exposed,2,qwen3:8b,33,exposed,exposed,5333,2022-02-02,2022-02-03,bear,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.333852032199502,1952,90,stop,00d7f51e3773a0ef071a49073bfbc1099a9728f715e5d56e3c260af3351ba7b3,fa944250936785919e792ec4a1471d146ded3f337d7bcb175f5a273b114b4f42,False,ABSTAIN,0.9999471014552664,BEARISH_ROUTER|HIGH_VOLATILITY|DRAWDOWN_RISK,episode-000397|episode-000195,0.4615324654647037,0.45
r2-qwen3_8b-s0033-hidden,2,qwen3:8b,33,hidden,exposed,5334,2022-02-02,2022-02-03,bear,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.318230440840125,1181,49,stop,28c9a31128edb43f9501062f26c899b014e72d986b93ddeb0b183124aaa197af,b2cf2f55090c18b5457d0396612213b2969253a29200a9fcb318894eaf2ea208,False,ABSTAIN,0.9999471,BEARISH_ROUTER|HIGH_VOLATILITY,,0.4615324654647037,0.45
r2-qwen3_8b-s0461-hidden,2,qwen3:8b,461,hidden,hidden,5335,2023-04-06,2023-04-07,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.3174356147646904,1180,47,stop,4f031f37b4f1436f0a052edc853c7b288a64efd1432d61f23633b2f04012e976,26f79f5eede9fcd8645ce2f896970b04b502baf91580cef55ec887999dcc8879,False,ABSTAIN,0.9984,INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY,,0.4647921712929043,0.45
r2-qwen3_8b-s0461-exposed,2,qwen3:8b,461,exposed,hidden,5336,2023-04-06,2023-04-07,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.420427156612277,1995,99,stop,2403ff130e327d780887ffdafb5a8ebc585eac0e4e18460d9335e9e7afbd6735,a97997fb9c96391bc8b18437ddca78cef214fffc3905e31fd891db12a6f458eb,False,BTC,0.9984018602463788,BULLISH_ROUTER|POSITIVE_MOMENTUM|HIGH_VOLATILITY,episode-000823|episode-000824|episode-000304,0.49155256272825903,0.5
r2-qwen3_8b-s0962-hidden,2,qwen3:8b,962,hidden,hidden,5337,2024-08-19,2024-08-20,bear,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.7901794742792845,1168,72,stop,af4c5b6937fdfc1948482a0c95607d4c310493bddbb6b795c4ce82589d6dda57,07da0056c295f531eedd4babde3f0388e2b26a73e281820b3d3a0d0dcf50c630,False,ABSTAIN,0.6333977461457924,INSUFFICIENT_EVIDENCE|HIGH_VOLATILITY|HIGH_VOLATILITY,,0.401614098807579,0.4
r2-qwen3_8b-s0962-exposed,2,qwen3:8b,962,exposed,hidden,5338,2024-08-19,2024-08-20,bear,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.742920959368348,1940,120,stop,3d3dbaa186ea1aa132e133afd46f1d33b2f9b610b5ae89511e13005f04218588,88c8c2ccf2155ef30c6081798babb7f11a63232a2b21b556c5dc88b377f5d632,False,ABSTAIN,0.6333977461457924,BEARISH_ROUTER|HIGH_VOLATILITY|DRAWDOWN_RISK,episode-001288|episode-001289|episode-001287|episode-001286|episode-000657,0.401614098807579,0.4
r2-qwen3_8b-s0250-exposed,2,qwen3:8b,250,exposed,exposed,5339,2022-09-07,2022-09-08,bear,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.3919253442436457,1957,101,stop,e1c496f9c255814e4b0080892db2ffce1435451c63ffdd474ee9edd4c84c0cdc,96d18723be9255d54a2274ebaa9da12f451b7422e9aa2000fb0175b62e3ec699,False,ABSTAIN,0.9999959304854372,BEARISH_ROUTER|HIGH_VOLATILITY|DRAWDOWN_RISK,episode-000614|episode-000613|episode-000606,0.3959858653812206,0.4
r2-qwen3_8b-s0250-hidden,2,qwen3:8b,250,hidden,exposed,5340,2022-09-07,2022-09-08,bear,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.7716886568814516,1180,68,stop,b792b22db9989f819a438e8e63cef6b4d675f5324cf2e4ffd36b6fbb47751953,fed104ec9739f3dffa3393a4e61cb79fa5054b1cb868444a4eda4098cd1474ba,False,ABSTAIN,0.9999959304854372,HIGH_VOLATILITY|DRAWDOWN_RISK|BULLISH_ROUTER,,0.3959858653812206,0.4
r2-qwen3_8b-s0717-exposed,2,qwen3:8b,717,exposed,exposed,5341,2023-12-18,2023-12-19,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.520847724750638,1995,101,stop,53470255c6f65762990742dd3a5a0d6fa8ad49ca93eb9af1070158a2f1e76035,b32b2ec4454194be97621d01559d9296b8784bbcb7ca70404b6d47855b61adfb,False,BTC,0.9999168505439352,BULLISH_ROUTER|POSITIVE_MOMENTUM|HIGH_VOLATILITY,episode-001066|episode-001057|episode-001067,0.48096698297230045,0.5
r2-qwen3_8b-s0717-hidden,2,qwen3:8b,717,hidden,exposed,5342,2023-12-18,2023-12-19,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,1.7653931975364685,1187,70,stop,55ffbe8dfe06ab604162b59e4793fdb029a0a79c5ab723e1ecb8fc8857409983,217f95687a269c6df04b9b41f38787fc4cef074485f38e6a99fbb4956db69b62,False,BTC,0.9999168505439352,BULLISH_ROUTER|POSITIVE_MOMENTUM|HIGH_VOLATILITY,,0.48096698297230045,0.5
r2-qwen3_8b-s0814-exposed,2,qwen3:8b,814,exposed,exposed,5343,2024-03-24,2024-03-25,bull,True,True,500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41,,2.395814986899495,1983,92,stop,c72c42b78f98fe45bf81ee06a69a2a80387a1ca895b5aea66ee8e1fefffa081b,e01b3a6c7864f7b0d47a2da4e9001c3866363e1b49ba45169a6ffe12d9328434,False,BTC,0.999915955521056,BULLISH_ROUTER|POSITIVE_MOMENTUM|HIGH_VOLATILITY,episode-001178|episode-000295|episode-000827,0.47524307759205076,0.5
