[2026-09-25T01:43:39.960937Z] new extension in runs/extension: 14928 planned calls
[2026-09-25T01:43:40.478293Z] model block: qwen3-coder:30b (repeat 1)
[2026-09-25T05:29:36.003475Z] 5896/14928 r2-gemma4_latest-s0873-hidden valid=True action=ABSTAIN latency=2.3s
[2026-09-25T05:29:37.963676Z] 5897/14928 r2-gemma4_latest-s0748-hidden valid=True action=ABSTAIN latency=2.0s
[2026-09-25T05:29:40.144415Z] 5898/14928 r2-gemma4_latest-s0748-exposed valid=True action=ABSTAIN latency=2.2s
[2026-09-25T05:29:43.150633Z] 5899/14928 r2-gemma4_latest-s0583-exposed valid=True action=ABSTAIN latency=3.0s
[2026-09-25T05:29:45.326957Z] 5900/14928 r2-gemma4_latest-s0583-hidden valid=True action=ABSTAIN latency=2.2s
[2026-09-25T05:29:47.896462Z] 5901/14928 r2-gemma4_latest-s1222-hidden valid=True action=BTC latency=2.1s
[2026-09-25T05:29:50.275057Z] 5902/14928 r2-gemma4_latest-s1222-exposed valid=True action=BTC latency=2.4s
[2026-09-25T05:29:52.984889Z] 5903/14928 r2-gemma4_latest-s0471-exposed valid=True action=BTC latency=2.7s
[2026-09-25T05:29:55.025384Z] 5904/14928 r2-gemma4_latest-s0471-hidden valid=True action=BTC latency=2.0s
[2026-09-25T05:29:57.425377Z] 5905/14928 r2-gemma4_latest-s1042-exposed valid=True action=BTC latency=2.4s
[2026-09-25T05:29:59.449054Z] 5906/14928 r2-gemma4_latest-s1042-hidden valid=True action=BTC latency=2.0s
[2026-09-25T05:30:01.378455Z] 5907/14928 r2-gemma4_latest-s0839-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T05:30:03.396093Z] 5908/14928 r2-gemma4_latest-s0839-exposed valid=True action=ABSTAIN latency=2.0s
[2026-09-25T05:30:06.146627Z] 5909/14928 r2-gemma4_latest-s0306-exposed valid=True action=ABSTAIN latency=2.7s
[2026-09-25T05:30:08.296775Z] 5910/14928 r2-gemma4_latest-s0306-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T05:30:10.641177Z] 5911/14928 r2-gemma4_latest-s0898-hidden valid=True action=ABSTAIN latency=2.3s
[2026-09-25T05:30:13.185856Z] 5912/14928 r2-gemma4_latest-s0898-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-25T05:30:15.532230Z] 5913/14928 r2-gemma4_latest-s0103-exposed valid=True action=ABSTAIN latency=2.3s
[2026-09-25T05:30:17.518011Z] 5914/14928 r2-gemma4_latest-s0103-hidden valid=True action=ABSTAIN latency=2.0s
[2026-09-25T05:30:19.840682Z] 5915/14928 r2-gemma4_latest-s0943-exposed valid=True action=ABSTAIN latency=2.3s
[2026-09-25T05:30:22.096833Z] 5916/14928 r2-gemma4_latest-s0943-hidden valid=True action=ABSTAIN latency=2.3s
[2026-09-25T05:30:24.229315Z] 5917/14928 r2-gemma4_latest-s0454-exposed valid=True action=BTC latency=2.1s
[2026-09-25T05:30:26.169295Z] 5918/14928 r2-gemma4_latest-s0454-hidden valid=True action=BTC latency=1.9s
[2026-09-25T05:30:28.424718Z] 5919/14928 r2-gemma4_latest-s1169-exposed valid=True action=CASH latency=2.3s
[2026-09-25T05:30:30.084126Z] 5920/14928 r2-gemma4_latest-s1169-hidden valid=True action=CASH latency=1.7s
[2026-09-25T05:30:32.598553Z] 5921/14928 r2-gemma4_latest-s0267-exposed valid=True action=CASH latency=2.5s
[2026-09-25T05:30:34.289893Z] 5922/14928 r2-gemma4_latest-s0267-hidden valid=True action=CASH latency=1.7s
[2026-09-25T05:30:36.513296Z] 5923/14928 r2-gemma4_latest-s0601-exposed valid=True action=ABSTAIN latency=2.2s
[2026-09-25T05:30:38.540498Z] 5924/14928 r2-gemma4_latest-s0601-hidden valid=True action=ABSTAIN latency=2.0s
[2026-09-25T05:30:41.108724Z] 5925/14928 r2-gemma4_latest-s1228-exposed valid=True action=BTC latency=2.6s
[2026-09-25T05:30:43.011125Z] 5926/14928 r2-gemma4_latest-s1228-hidden valid=True action=BTC latency=1.9s
[2026-09-25T05:30:44.937212Z] 5927/14928 r2-gemma4_latest-s1102-hidden valid=True action=BTC latency=1.9s
[2026-09-25T05:30:47.622778Z] 5928/14928 r2-gemma4_latest-s1102-exposed valid=True action=BTC latency=2.7s
[2026-09-25T05:30:50.166692Z] 5929/14928 r2-gemma4_latest-s0146-exposed valid=True action=CASH latency=2.5s
[2026-09-25T05:30:51.893877Z] 5930/14928 r2-gemma4_latest-s0146-hidden valid=True action=CASH latency=1.7s
[2026-09-25T05:30:54.455671Z] 5931/14928 r2-gemma4_latest-s0059-exposed valid=True action=CASH latency=2.5s
[2026-09-25T05:30:56.042965Z] 5932/14928 r2-gemma4_latest-s0059-hidden valid=True action=CASH latency=1.6s
[2026-09-25T05:30:57.962406Z] 5933/14928 r2-gemma4_latest-s1086-hidden valid=True action=BTC latency=1.9s
[2026-09-25T05:31:00.471050Z] 5934/14928 r2-gemma4_latest-s1086-exposed valid=True action=BTC latency=2.5s
[2026-09-25T05:31:03.128606Z] 5935/14928 r2-gemma4_latest-s0025-exposed valid=True action=CASH latency=2.7s
[2026-09-25T05:31:04.778531Z] 5936/14928 r2-gemma4_latest-s0025-hidden valid=True action=CASH latency=1.6s
[2026-09-25T05:31:07.699701Z] 5937/14928 r2-gemma4_latest-s0622-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-25T05:31:09.838838Z] 5938/14928 r2-gemma4_latest-s0622-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T05:31:12.402502Z] 5939/14928 r2-gemma4_latest-s0294-exposed valid=True action=CASH latency=2.6s
[2026-09-25T05:31:14.023733Z] 5940/14928 r2-gemma4_latest-s0294-hidden valid=True action=CASH latency=1.6s
[2026-09-25T05:31:15.707068Z] 5941/14928 r2-gemma4_latest-s0233-hidden valid=True action=CASH latency=1.7s
[2026-09-25T05:31:18.266758Z] 5942/14928 r2-gemma4_latest-s0233-exposed valid=True action=CASH latency=2.6s
[2026-09-25T05:31:20.700871Z] 5943/14928 r2-gemma4_latest-s0528-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-25T05:31:23.011280Z] 5944/14928 r2-gemma4_latest-s0528-hidden valid=True action=ABSTAIN latency=2.3s
[2026-09-25T05:31:24.842300Z] 5945/14928 r2-gemma4_latest-s0695-hidden valid=True action=BTC latency=1.8s
[2026-09-25T05:31:27.544437Z] 5946/14928 r2-gemma4_latest-s0695-exposed valid=True action=BTC latency=2.7s
[2026-09-25T05:31:30.119853Z] 5947/14928 r2-gemma4_latest-s1173-exposed valid=True action=CASH latency=2.6s
[2026-09-25T05:31:31.706288Z] 5948/14928 r2-gemma4_latest-s1173-hidden valid=True action=CASH latency=1.6s
[2026-09-25T05:31:33.649476Z] 5949/14928 r2-gemma4_latest-s1101-hidden valid=True action=BTC latency=1.9s
[2026-09-25T05:31:35.872606Z] 5950/14928 r2-gemma4_latest-s1101-exposed valid=True action=BTC latency=2.2s
[2026-09-25T05:31:38.383505Z] 5951/14928 r2-gemma4_latest-s0038-exposed valid=True action=CASH latency=2.5s
[2026-09-25T05:31:40.050278Z] 5952/14928 r2-gemma4_latest-s0038-hidden valid=True action=CASH latency=1.7s
[2026-09-25T05:31:42.560222Z] 5953/14928 r2-gemma4_latest-s0698-exposed valid=True action=BTC latency=2.5s
[2026-09-25T05:31:44.430877Z] 5954/14928 r2-gemma4_latest-s0698-hidden valid=True action=BTC latency=1.9s
[2026-09-25T05:31:46.463219Z] 5955/14928 r2-gemma4_latest-s1055-hidden valid=True action=BTC latency=2.0s
[2026-09-25T05:31:48.669720Z] 5956/14928 r2-gemma4_latest-s1055-exposed valid=True action=BTC latency=2.2s
[2026-09-25T05:31:50.910554Z] 5957/14928 r2-gemma4_latest-s0071-exposed valid=True action=CASH latency=2.2s
[2026-09-25T05:31:52.576775Z] 5958/14928 r2-gemma4_latest-s0071-hidden valid=True action=CASH latency=1.7s
[2026-09-25T05:31:54.662840Z] 5959/14928 r2-gemma4_latest-s0735-hidden valid=True action=BTC latency=2.1s
[2026-09-25T05:31:57.060559Z] 5960/14928 r2-gemma4_latest-s0735-exposed valid=True action=BTC latency=2.4s
[2026-09-25T05:31:59.588897Z] 5961/14928 r2-gemma4_latest-s0286-exposed valid=True action=CASH latency=2.5s
[2026-09-25T05:32:01.418332Z] 5962/14928 r2-gemma4_latest-s0286-hidden valid=True action=CASH latency=1.8s
[2026-09-25T05:32:03.332420Z] 5963/14928 r2-gemma4_latest-s1212-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T05:32:05.575409Z] 5964/14928 r2-gemma4_latest-s1212-exposed valid=True action=ABSTAIN latency=2.2s
[2026-09-25T05:32:07.459394Z] 5965/14928 r2-gemma4_latest-s1225-hidden valid=True action=BTC latency=1.9s
[2026-09-25T05:32:10.035553Z] 5966/14928 r2-gemma4_latest-s1225-exposed valid=True action=BTC latency=2.6s
[2026-09-25T05:32:12.119449Z] 5967/14928 r2-gemma4_latest-s0964-exposed valid=True action=ABSTAIN latency=2.1s
[2026-09-25T05:32:14.270398Z] 5968/14928 r2-gemma4_latest-s0964-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T05:32:15.916681Z] 5969/14928 r2-gemma4_latest-s0231-hidden valid=True action=CASH latency=1.6s
[2026-09-25T05:32:18.552613Z] 5970/14928 r2-gemma4_latest-s0231-exposed valid=True action=CASH latency=2.6s
[2026-09-25T05:32:21.037741Z] 5971/14928 r2-gemma4_latest-s0309-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-25T05:32:23.323519Z] 5972/14928 r2-gemma4_latest-s0309-hidden valid=True action=ABSTAIN latency=2.3s
[2026-09-25T05:32:25.874265Z] 5973/14928 r2-gemma4_latest-s1179-exposed valid=True action=CASH latency=2.5s
[2026-09-25T05:32:27.497596Z] 5974/14928 r2-gemma4_latest-s1179-hidden valid=True action=CASH latency=1.6s
[2026-09-25T05:32:29.390873Z] 5975/14928 r2-gemma4_latest-s0395-hidden valid=True action=BTC latency=1.9s
[2026-09-25T05:32:31.876167Z] 5976/14928 r2-gemma4_latest-s0395-exposed valid=True action=BTC latency=2.5s
[2026-09-25T05:32:34.258017Z] 5977/14928 r2-gemma4_latest-s0966-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-25T05:32:36.607489Z] 5978/14928 r2-gemma4_latest-s0966-hidden valid=True action=ABSTAIN latency=2.3s
[2026-09-25T05:32:38.227249Z] 5979/14928 r2-gemma4_latest-s0223-hidden valid=True action=CASH latency=1.6s
[2026-09-25T05:32:40.853958Z] 5980/14928 r2-gemma4_latest-s0223-exposed valid=True action=CASH latency=2.6s
[2026-09-25T05:32:43.210549Z] 5981/14928 r2-gemma4_latest-s0516-hidden valid=True action=ABSTAIN latency=2.3s
[2026-09-25T05:32:45.715117Z] 5982/14928 r2-gemma4_latest-s0516-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-25T05:32:48.647534Z] 5983/14928 r2-gemma4_latest-s0634-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-25T05:32:50.779006Z] 5984/14928 r2-gemma4_latest-s0634-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T05:32:52.642555Z] 5985/14928 r2-gemma4_latest-s1231-hidden valid=True action=BTC latency=1.9s
[2026-09-25T05:32:55.235934Z] 5986/14928 r2-gemma4_latest-s1231-exposed valid=True action=BTC latency=2.6s
[2026-09-25T05:32:57.261494Z] 5987/14928 r2-gemma4_latest-s0744-exposed valid=True action=ABSTAIN latency=2.0s
[2026-09-25T05:32:59.148563Z] 5988/14928 r2-gemma4_latest-s0744-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T05:33:01.515538Z] 5989/14928 r2-gemma4_latest-s0848-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-25T05:33:03.647954Z] 5990/14928 r2-gemma4_latest-s0848-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T05:33:05.600337Z] 5991/14928 r2-gemma4_latest-s0768-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T05:33:07.717159Z] 5992/14928 r2-gemma4_latest-s0768-exposed valid=True action=ABSTAIN latency=2.1s
[2026-09-25T05:33:09.425281Z] 5993/14928 r2-gemma4_latest-s0261-hidden valid=True action=CASH latency=1.7s
[2026-09-25T05:33:12.063492Z] 5994/14928 r2-gemma4_latest-s0261-exposed valid=True action=CASH latency=2.6s
[2026-09-25T05:33:14.220698Z] 5995/14928 r2-gemma4_latest-s0537-hidden valid=True action=ABSTAIN latency=2.2s
[2026-09-25T05:33:16.492229Z] 5996/14928 r2-gemma4_latest-s0537-exposed valid=True action=ABSTAIN latency=2.3s
[2026-09-25T05:33:18.301158Z] 5997/14928 r2-gemma4_latest-s0401-hidden valid=True action=BTC latency=1.8s
[2026-09-25T05:33:21.213003Z] 5998/14928 r2-gemma4_latest-s0401-exposed valid=True action=BTC latency=2.9s
[2026-09-25T05:33:23.406596Z] 5999/14928 r2-gemma4_latest-s0540-hidden valid=True action=BTC latency=2.2s
[2026-09-25T05:33:25.974412Z] 6000/14928 r2-gemma4_latest-s0540-exposed valid=True action=BTC latency=2.6s
[2026-09-25T05:33:28.740472Z] 6001/14928 r2-gemma4_latest-s1200-exposed valid=True action=ABSTAIN latency=2.2s
[2026-09-25T05:33:30.709464Z] 6002/14928 r2-gemma4_latest-s1200-hidden valid=True action=ABSTAIN latency=2.0s
[2026-09-25T05:33:32.601213Z] 6003/14928 r2-gemma4_latest-s1060-hidden valid=True action=BTC latency=1.9s
[2026-09-25T05:33:34.928813Z] 6004/14928 r2-gemma4_latest-s1060-exposed valid=True action=BTC latency=2.3s
[2026-09-25T05:33:37.284848Z] 6005/14928 r2-gemma4_latest-s0636-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-25T05:33:39.355444Z] 6006/14928 r2-gemma4_latest-s0636-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T05:33:41.669296Z] 6007/14928 r2-gemma4_latest-s0939-exposed valid=True action=ABSTAIN latency=2.3s
[2026-09-25T05:33:43.741398Z] 6008/14928 r2-gemma4_latest-s0939-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T05:33:45.438698Z] 6009/14928 r2-gemma4_latest-s0339-hidden valid=True action=CASH latency=1.7s
[2026-09-25T05:33:47.972251Z] 6010/14928 r2-gemma4_latest-s0339-exposed valid=True action=CASH latency=2.5s
[2026-09-25T05:33:50.383119Z] 6011/14928 r2-gemma4_latest-s0441-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-25T05:33:52.536441Z] 6012/14928 r2-gemma4_latest-s0441-hidden valid=True action=ABSTAIN latency=2.2s
[2026-09-25T05:33:54.954311Z] 6013/14928 r2-gemma4_latest-s1017-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-25T05:33:57.204269Z] 6014/14928 r2-gemma4_latest-s1017-hidden valid=True action=ABSTAIN latency=2.2s
[2026-09-25T05:33:58.876596Z] 6015/14928 r2-gemma4_latest-s0219-hidden valid=True action=CASH latency=1.7s
[2026-09-25T05:34:01.386391Z] 6016/14928 r2-gemma4_latest-s0219-exposed valid=True action=CASH latency=2.5s
[2026-09-25T05:34:03.869153Z] 6017/14928 r2-gemma4_latest-s0456-exposed valid=True action=BTC latency=2.5s
[2026-09-25T05:34:05.719620Z] 6018/14928 r2-gemma4_latest-s0456-hidden valid=True action=BTC latency=1.8s
[2026-09-25T05:34:08.097893Z] 6019/14928 r2-gemma4_latest-s0729-exposed valid=True action=BTC latency=2.4s
[2026-09-25T05:34:09.978475Z] 6020/14928 r2-gemma4_latest-s0729-hidden valid=True action=BTC latency=1.9s
[2026-09-25T05:34:12.231754Z] 6021/14928 r2-gemma4_latest-s0370-exposed valid=True action=ABSTAIN latency=2.2s
[2026-09-25T05:34:14.371834Z] 6022/14928 r2-gemma4_latest-s0370-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T05:34:17.061878Z] 6023/14928 r2-gemma4_latest-s1065-exposed valid=True action=BTC latency=2.7s
[2026-09-25T05:34:18.954821Z] 6024/14928 r2-gemma4_latest-s1065-hidden valid=True action=BTC latency=1.9s
[2026-09-25T05:34:21.466694Z] 6025/14928 r2-gemma4_latest-s0031-exposed valid=True action=CASH latency=2.5s
[2026-09-25T05:34:23.162366Z] 6026/14928 r2-gemma4_latest-s0031-hidden valid=True action=CASH latency=1.7s
[2026-09-25T05:34:25.046585Z] 6027/14928 r2-gemma4_latest-s1094-hidden valid=True action=BTC latency=1.9s
[2026-09-25T05:34:27.416259Z] 6028/14928 r2-gemma4_latest-s1094-exposed valid=True action=BTC latency=2.4s
[2026-09-25T05:34:29.587073Z] 6029/14928 r2-gemma4_latest-s1063-exposed valid=True action=BTC latency=2.2s
[2026-09-25T05:34:31.441021Z] 6030/14928 r2-gemma4_latest-s1063-hidden valid=True action=BTC latency=1.8s
[2026-09-25T05:34:33.328316Z] 6031/14928 r2-gemma4_latest-s1043-hidden valid=True action=BTC latency=1.9s
[2026-09-25T05:34:35.429374Z] 6032/14928 r2-gemma4_latest-s1043-exposed valid=True action=BTC latency=2.1s
[2026-09-25T05:34:37.223966Z] 6033/14928 r2-gemma4_latest-s0119-hidden valid=True action=CASH latency=1.8s
[2026-09-25T05:34:39.744607Z] 6034/14928 r2-gemma4_latest-s0119-exposed valid=True action=CASH latency=2.5s
[2026-09-25T05:34:41.951900Z] 6035/14928 r2-gemma4_latest-s0872-hidden valid=True action=ABSTAIN latency=2.2s
[2026-09-25T05:34:44.455206Z] 6036/14928 r2-gemma4_latest-s0872-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-25T05:34:46.912798Z] 6037/14928 r2-gemma4_latest-s0503-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-25T05:34:49.057116Z] 6038/14928 r2-gemma4_latest-s0503-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T05:34:50.893014Z] 6039/14928 r2-gemma4_latest-s0699-hidden valid=True action=BTC latency=1.8s
[2026-09-25T05:34:53.158490Z] 6040/14928 r2-gemma4_latest-s0699-exposed valid=True action=BTC latency=2.3s
[2026-09-25T05:34:55.637220Z] 6041/14928 r2-gemma4_latest-s0557-exposed valid=True action=BTC latency=2.5s
[2026-09-25T05:34:57.545193Z] 6042/14928 r2-gemma4_latest-s0557-hidden valid=True action=BTC latency=1.9s
[2026-09-25T05:35:00.501395Z] 6043/14928 r2-gemma4_latest-s0375-exposed valid=True action=ABSTAIN latency=3.0s
[2026-09-25T05:35:02.633364Z] 6044/14928 r2-gemma4_latest-s0375-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T05:35:04.679949Z] 6045/14928 r2-gemma4_latest-s0428-hidden valid=True action=ABSTAIN latency=2.0s
[2026-09-25T05:35:06.897784Z] 6046/14928 r2-gemma4_latest-s0428-exposed valid=True action=ABSTAIN latency=2.2s
[2026-09-25T05:35:08.784742Z] 6047/14928 r2-gemma4_latest-s1020-hidden valid=True action=BTC latency=1.9s
[2026-09-25T05:35:11.248202Z] 6048/14928 r2-gemma4_latest-s1020-exposed valid=True action=BTC latency=2.5s
[2026-09-25T05:35:14.151996Z] 6049/14928 r2-gemma4_latest-s0619-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-25T05:35:16.285512Z] 6050/14928 r2-gemma4_latest-s0619-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T05:35:18.897759Z] 6051/14928 r2-gemma4_latest-s0112-exposed valid=True action=CASH latency=2.6s
[2026-09-25T05:35:20.969420Z] 6052/14928 r2-gemma4_latest-s0112-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T05:35:23.179362Z] 6053/14928 r2-gemma4_latest-s0586-exposed valid=True action=ABSTAIN latency=2.2s
[2026-09-25T05:35:25.129151Z] 6054/14928 r2-gemma4_latest-s0586-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T05:35:26.777326Z] 6055/14928 r2-gemma4_latest-s0167-hidden valid=True action=CASH latency=1.6s
[2026-09-25T05:35:28.904285Z] 6056/14928 r2-gemma4_latest-s0167-exposed valid=True action=CASH latency=2.1s
[2026-09-25T05:35:30.912366Z] 6057/14928 r2-gemma4_latest-s1109-hidden valid=True action=ABSTAIN latency=2.0s
[2026-09-25T05:35:33.026706Z] 6058/14928 r2-gemma4_latest-s1109-exposed valid=True action=ABSTAIN latency=2.1s
[2026-09-25T05:35:34.989414Z] 6059/14928 r2-gemma4_latest-s1108-hidden valid=True action=ABSTAIN latency=2.0s
[2026-09-25T05:35:37.050576Z] 6060/14928 r2-gemma4_latest-s1108-exposed valid=True action=ABSTAIN latency=2.1s
[2026-09-25T05:35:39.543714Z] 6061/14928 r2-gemma4_latest-s0232-exposed valid=True action=CASH latency=2.5s
[2026-09-25T05:35:41.215857Z] 6062/14928 r2-gemma4_latest-s0232-hidden valid=True action=CASH latency=1.7s
[2026-09-25T05:35:43.299317Z] 6063/14928 r2-gemma4_latest-s0562-hidden valid=True action=BTC latency=2.1s
[2026-09-25T05:35:45.705354Z] 6064/14928 r2-gemma4_latest-s0562-exposed valid=True action=BTC latency=2.4s
[2026-09-25T05:35:47.564364Z] 6065/14928 r2-gemma4_latest-s1227-hidden valid=True action=BTC latency=1.9s
[2026-09-25T05:35:49.722925Z] 6066/14928 r2-gemma4_latest-s1227-exposed valid=True action=BTC latency=2.2s
[2026-09-25T05:35:51.840784Z] 6067/14928 r2-gemma4_latest-s0548-exposed valid=True action=BTC latency=2.1s
[2026-09-25T05:35:53.702358Z] 6068/14928 r2-gemma4_latest-s0548-hidden valid=True action=BTC latency=1.9s
[2026-09-25T05:35:55.712280Z] 6069/14928 r2-gemma4_latest-s0749-hidden valid=True action=ABSTAIN latency=2.0s
[2026-09-25T05:35:58.408474Z] 6070/14928 r2-gemma4_latest-s0749-exposed valid=True action=ABSTAIN latency=2.7s
[2026-09-25T05:36:00.962981Z] 6071/14928 r2-gemma4_latest-s0204-exposed valid=True action=CASH latency=2.5s
[2026-09-25T05:36:02.581630Z] 6072/14928 r2-gemma4_latest-s0204-hidden valid=True action=CASH latency=1.6s
[2026-09-25T05:36:04.850355Z] 6073/14928 r2-gemma4_latest-s0418-exposed valid=True action=BTC latency=2.3s
[2026-09-25T05:36:06.729837Z] 6074/14928 r2-gemma4_latest-s0418-hidden valid=True action=BTC latency=1.9s
[2026-09-25T05:36:08.921987Z] 6075/14928 r2-gemma4_latest-s0485-hidden valid=True action=BTC latency=2.2s
[2026-09-25T05:36:11.353462Z] 6076/14928 r2-gemma4_latest-s0485-exposed valid=True action=BTC latency=2.4s
[2026-09-25T05:36:13.786182Z] 6077/14928 r2-gemma4_latest-s0739-exposed valid=True action=BTC latency=2.4s
[2026-09-25T05:36:15.692114Z] 6078/14928 r2-gemma4_latest-s0739-hidden valid=True action=BTC latency=1.9s
[2026-09-25T05:36:17.556397Z] 6079/14928 r2-gemma4_latest-s0570-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T05:36:20.379448Z] 6080/14928 r2-gemma4_latest-s0570-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T05:36:22.239721Z] 6081/14928 r2-gemma4_latest-s0784-hidden valid=True action=BTC latency=1.8s
[2026-09-25T05:36:24.534769Z] 6082/14928 r2-gemma4_latest-s0784-exposed valid=True action=BTC latency=2.3s
[2026-09-25T05:36:26.502894Z] 6083/14928 r2-gemma4_latest-s1216-hidden valid=True action=ABSTAIN latency=2.0s
[2026-09-25T05:36:28.617003Z] 6084/14928 r2-gemma4_latest-s1216-exposed valid=True action=ABSTAIN latency=2.1s
[2026-09-25T05:36:31.033459Z] 6085/14928 r2-gemma4_latest-s1035-exposed valid=True action=BTC latency=2.4s
[2026-09-25T05:36:33.064945Z] 6086/14928 r2-gemma4_latest-s1035-hidden valid=True action=BTC latency=2.0s
[2026-09-25T05:36:36.038414Z] 6087/14928 r2-gemma4_latest-s0987-exposed valid=True action=ABSTAIN latency=3.0s
[2026-09-25T05:36:38.406685Z] 6088/14928 r2-gemma4_latest-s0987-hidden valid=True action=ABSTAIN latency=2.4s
[2026-09-25T05:36:40.882746Z] 6089/14928 r2-gemma4_latest-s0913-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-25T05:36:43.154052Z] 6090/14928 r2-gemma4_latest-s0913-hidden valid=True action=ABSTAIN latency=2.3s
[2026-09-25T05:36:45.853664Z] 6091/14928 r2-gemma4_latest-s1196-exposed valid=True action=CASH latency=2.7s
[2026-09-25T05:36:47.535386Z] 6092/14928 r2-gemma4_latest-s1196-hidden valid=True action=CASH latency=1.7s
[2026-09-25T05:36:49.378562Z] 6093/14928 r2-gemma4_latest-s0812-hidden valid=True action=BTC latency=1.8s
[2026-09-25T05:36:51.657405Z] 6094/14928 r2-gemma4_latest-s0812-exposed valid=True action=BTC latency=2.3s
[2026-09-25T05:36:53.685923Z] 6095/14928 r2-gemma4_latest-s0610-hidden valid=True action=ABSTAIN latency=2.0s
[2026-09-25T05:36:55.982899Z] 6096/14928 r2-gemma4_latest-s0610-exposed valid=True action=ABSTAIN latency=2.3s
[2026-09-25T05:36:57.890285Z] 6097/14928 r2-gemma4_latest-s0399-hidden valid=True action=BTC latency=1.9s
[2026-09-25T05:37:00.260562Z] 6098/14928 r2-gemma4_latest-s0399-exposed valid=True action=BTC latency=2.4s
[2026-09-25T05:37:02.541374Z] 6099/14928 r2-gemma4_latest-s0299-hidden valid=True action=ABSTAIN latency=2.3s
[2026-09-25T05:37:05.002371Z] 6100/14928 r2-gemma4_latest-s0299-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-25T05:37:07.593489Z] 6101/14928 r2-gemma4_latest-s0937-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T05:37:10.084095Z] 6102/14928 r2-gemma4_latest-s0937-exposed valid=True action=ABSTAIN latency=2.5s
[2026-09-25T05:37:11.724658Z] 6103/14928 r2-gemma4_latest-s0158-hidden valid=True action=CASH latency=1.6s
[2026-09-25T05:37:14.312025Z] 6104/14928 r2-gemma4_latest-s0158-exposed valid=True action=CASH latency=2.6s
[2026-09-25T05:37:16.795073Z] 6105/14928 r2-gemma4_latest-s0120-exposed valid=True action=CASH latency=2.5s
[2026-09-25T05:37:18.505830Z] 6106/14928 r2-gemma4_latest-s0120-hidden valid=True action=CASH latency=1.7s
[2026-09-25T05:37:21.049538Z] 6107/14928 r2-gemma4_latest-s0064-exposed valid=True action=CASH latency=2.5s
[2026-09-25T05:37:22.676476Z] 6108/14928 r2-gemma4_latest-s0064-hidden valid=True action=CASH latency=1.6s
[2026-09-25T05:37:24.313473Z] 6109/14928 r2-gemma4_latest-s0060-hidden valid=True action=CASH latency=1.6s
[2026-09-25T05:37:26.817529Z] 6110/14928 r2-gemma4_latest-s0060-exposed valid=True action=CASH latency=2.5s
[2026-09-25T05:37:28.833225Z] 6111/14928 r2-gemma4_latest-s0742-hidden valid=True action=BTC latency=2.0s
[2026-09-25T05:37:31.118423Z] 6112/14928 r2-gemma4_latest-s0742-exposed valid=True action=ABSTAIN latency=2.3s
[2026-09-25T05:37:33.527840Z] 6113/14928 r2-gemma4_latest-s0578-exposed valid=True action=ABSTAIN latency=2.4s
[2026-09-25T05:37:35.719728Z] 6114/14928 r2-gemma4_latest-s0578-hidden valid=True action=ABSTAIN latency=2.2s
[2026-09-25T05:37:37.690138Z] 6115/14928 r2-gemma4_latest-s0827-hidden valid=True action=BTC latency=2.0s
[2026-09-25T05:37:39.903935Z] 6116/14928 r2-gemma4_latest-s0827-exposed valid=True action=BTC latency=2.2s
[2026-09-25T05:37:41.759878Z] 6117/14928 r2-gemma4_latest-s0668-hidden valid=True action=BTC latency=1.9s
